1	jaime_Z
1	os_N
24	extreme_J
1	cryptocurrencies_Z
1	sullen_J
1	bettis_Z
12	iconic_N
1	#orangebowl_#
2	dickerson_Z
2	escalator_N
1	garlin_Z
1	#mo08_#
1	vested_J
2	makeover_Z
2	preventable_J
5	petition_N
3	rotten_J
1	exotic_J
21	dishonesty_N
6	credentials_N
1	#idreamofnene_#
1	limp_J
8	commerce_Z
1	danger-give_N
1	#goldlist2015_Z
4	#hbo_#
2	sit-down_J
3	publication_N
1	rearrange_V
2	#imwithyoutickets_#
1	air-not_N
1	#texttrump88022_#
167	virginia_Z
1	airways-american_Z
1	presedent_V
54	may_Z
1	covey_Z
1	off_N
4	fairway_N
175	enemy_N
5	whether_V
143	farmer_N
1	competitior_N
11	warner_Z
44	nh_Z
2	34th_J
1	monthly_Z
2	stylish_J
1	#tp_#
1	mexicans_Z
1	antimicrobial_Z
1	proficient_J
1	freeriding_N
1	essay_N
5	unstoppable_J
1	repealing_Z
1	#ga09_Z
59	single_J
1	usher_Z
390	republican_J
4	pot_N
3	crocus_Z
2	fdn_Z
1	#trumpscotland_#
89	comment_N
6	stir_V
1	pennsylvania-he_Z
6	inflict_V
1	confederation_Z
36	united_J
1	gerber_Z
1	#misunderstood_#
5	sachs_Z
10	channel_N
10	magic_J
3	#nfl_#
6	psycho_N
1	betty_Z
256	#celebapprentice_#
1	bartender_N
4	#trumptoday_#
8	70th_J
35	deny_V
3	defamation_N
1	warm_V
42	return_N
3	lowly_J
1	#run2016_#
7	sotu_N
7	elegant_J
1	sinise_Z
1	scratch_N
275	wall_N
12	book_V
11	#potus_Z
2	spotlight_N
1	fulbright_Z
60	unbelievable_J
1	sinai_Z
19	salute_V
1	nonsensical_J
247	us_Z
1	both_Z
23	earth_Z
1	tyrant_N
1	no-bid_N
2	stefan_Z
6	dole_Z
1	#happythanksgiving_#
1	decay_V
1	nuisance_N
1	goat-fired_N
4	lottery_Z
1	clarita_Z
3	wwe_N
1	today-over_N
1	transition_V
276	corrupt_J
8	horizon_N
1	lay_Z
2	mongering_N
2	oahu_Z
1	spinnnn_N
1	written_N
2	persuade_V
3	gate_N
1	mine_Z
3	unchained_Z
3	condo_N
3	#laborday_#
23	sharp_J
8	ap_Z
4	nikki_Z
2	trident_Z
74	feature_V
2	#amazing_#
1	scottwalker_Z
1	meryl_Z
1	#rigged_V
1	drift_V
9	maximum_J
11	react_V
1	everyman_Z
32	encourage_V
1	deliberatuon_N
4	ideal_N
8	mi_Z
1	tijuana_Z
1	#make_#
3	unrelenting_J
1	#mentor_#
1	#2017jambo_#
1534	many_J
1	stupid-lost_J
14	developer_N
1	#sheldonadelson_#
1	dementia_N
1	self-employed_J
2	minimum_Z
220	lie_N
3	ominous_J
2	fry_Z
45	sanctuary_N
2	minster_N
4	#alsicebucketchallenge_#
34	bird_N
1	change-because_N
1	b-757_Z
1	handicapper_N
551	leader_N
1	usfl_Z
40	loophole_N
4	extent_N
1	#noisymajority_#
1	down-ballot_J
1	estate-egon_N
3	#kateslaw_#
1	unchallenged_J
144	angry_J
125	court_N
2	snooze_N
1	marking_N
2	swalwell_Z
1	#nv03_#
1	kaufstache_Z
2	plaza_N
3	coke_V
7	ratcliffe_Z
3	alleged_J
1	mankato_Z
2	blend_N
14	nasdaq_Z
36	feed_V
32	pete_Z
2	congregation_N
6	smear_N
419	wait_V
1	elf_Z
1	timer_N
472	ask_V
7	prosecutorial_J
1	uncommon_J
4	murderer_N
1	hd_N
1	pushpoll_N
6	p_N
3	disciple_N
2	dynasty_Z
34	individual_J
18	cherish_V
3	chess_Z
23	caravan_N
100	shot_N
1	crawford_Z
4	scoff_V
3	mold_V
1	get_N
1	deven_Z
1	corectly_N
24	challenge_V
2	fendi_Z
1	disapprove_N
6	worth_Z
2	masa_Z
1	fixate_V
2	nigh_N
4	alert_V
1	tourist_Z
2	oral_J
5	grandchild_N
2	blizzard_N
1	joecks_Z
136	j_Z
9	truman_Z
4	playa_Z
2	renewed_J
2	#trumplasvegas_#
43	prepared_J
5	pill_N
2	airstrike_N
1	#firstrespondersday_N
53	additional_J
3	kuwait_Z
1	squirrel_N
1	frances_Z
1	admittance_N
17	suburb_N
1	trademarked_Z
5	scranton_Z
1	potential_V
4	discrimination_N
4	slime_N
2	export_V
126	michael_Z
19	arnold_Z
2	allocate_V
1	tba_N
152	billion_N
1	leos_Z
9	rhetoric_N
3	leadership_Z
2	soak_V
18	impressed_J
3	hanks_Z
1	guy-should_Z
1	#gretawire_Z
2	op-ed_N
2	#2020_Z
5	headquarters_N
2	fairy_N
6	indoctrinate_V
1	#overturn_#
1179	president_Z
2	#vaccines_N
2	#superbowl_#
2	dateline_Z
1	buch_Z
1	152nd_N
11	sky_N
2	scale_V
3	grammar_N
7	boehner_Z
3	ct_Z
177	michigan_Z
2	gubernatorial_Z
10	stone_N
2	lucy_Z
8	shape_V
1	race-stop_N
9	cup_N
1	signage_Z
1	plow_V
2	lobster_N
2	metal_N
18	panama_Z
6	kindness_N
18	moines_Z
1	specifics_N
2	kushner_Z
4	gun_V
3	isle_N
1	#trumpem_#
1	narrow_V
1	#donthateonthecubes_#
1	lufkin_Z
69	available_J
4	enjoyment_N
1	#nflestadepinga_#
1	chera_Z
1	domestic_N
1	steelworker_N
6	prospects_N
4	bullet_N
2	lively_J
1	easterner_N
5	hat_Z
1	sustainability_N
3	eater_N
1	double-speak_N
2	illegality_N
11	balance_V
4	profile_N
16	ray_Z
1	bette_Z
1	ineffectual_J
29	relief_N
19	friendly_J
1	serta_N
19	massachusetts_Z
12	hook_N
1	claims_Z
1	#wi03_#
4	ft_N
2	#dedication_#
1	mess-no_V
49	coast_N
13	mortality_N
5	shout_N
1	gottlieb_Z
1	cadillacs_Z
3	grandfather_N
2	erratic_J
1	#hasjustinelandedyet_#
1	florida-just_Z
3	wrecking_J
1	alis_Z
2	interpret_V
107	robert_Z
19	cure_N
3	waldorf_Z
1	cum_V
72	genius_N
4	#neverhillary_#
23	type_N
3	long-time_J
1	scenic_J
3	#economy_#
15	misdemeanor_N
1	shadey_Z
1	retrospective_N
1	g8t_J
1	kizzy_Z
8	competent_J
27	use_N
3	contender_N
1	#mexicolovestrump_#
2	gatekeeper_N
15	invisible_J
2	long-standing_J
1	grandstand_V
1	bulb_N
1	lao_Z
4	maarten_Z
68	billionaire_N
8	milestone_N
2	christi_Z
1	chance_Z
9	fourth_J
21	alan_Z
1	strategic_N
27	margin_N
1	politics-windfarm_N
1	renovated_Z
2	sentinel_N
1	hartzler_Z
21	frank_Z
10	woods_Z
1	trumpenomics_Z
8	ought_V
35	train_N
1	triple_Z
2	hlp_N
2	resettle_V
74	letter_N
12	fashioned_N
2	mayhem_N
2	solidify_V
7	windfarms_Z
2	renewable_J
5	poison_V
1	venue_Z
1	medgar_Z
2	bug_N
1	kai_Z
1	bombs_Z
1	supertuesday_N
20	smith_Z
1	thanld_Z
1	gnat_N
1	thedonald_Z
1	uncorroborated_J
8	loot_V
4	rapist_N
4	vandalize_V
332	same_J
14	partnership_N
12	xl_Z
3	laughable_J
1	insulted_J
3	rigged_Z
5	skating_N
2	curriculum_N
1	outmaster_V
4	yankee_Z
1	true-do_J
1	philadelphias_Z
2	unsolved_J
30	gold_Z
1	polished_J
1	crowd-great_N
1	emblematic_J
5	detailed_J
1	nan_N
6	despise_V
1	willthe_Z
2	mcgurk_Z
1	yucca_Z
4	memphis_Z
1	#wwii_#
2	sticker_N
2	misinformed_J
46	invest_V
1	ovechkin_Z
1	jase_Z
3	infectious_J
3	plastic_N
1	canidate_N
1	2acquire_Z
37	agenda_Z
90	businessman_N
25	booming_J
3	#nhfreedomsummit_Z
1	plzzzzz_V
1	fantastic-much_J
1	#pa11_#
3	surrender_N
3	#lawandorder_#
3	skinny_J
1	#retire21_#
2	lift_N
2843	people_N
1	sampson_Z
1	mm_N
17	top_V
20	pga_Z
11	share_N
10	suspect_N
3	cultivate_V
3	rep_Z
81	provide_V
5	coverup_N
1	#hanoisummit_#
133	high_N
1	was14_V
8	membership_N
1	#yourtimeisnow_#
98	explain_V
1	subsistence_N
1	circular_J
1	#leaderwho_#
23	jeter_Z
1	aesthetic_N
1	anti-business_N
1	poor_Z
1	implant_V
71	march_Z
3	butler_Z
2	boo_N
1	#trump4potus_#
3	imaginative_J
1	tele-prompter_N
1	euphoria_N
52	tour_N
2	backdrop_N
1	dishonor_V
4	4pm_Z
2	cooley_Z
4	canned_J
1	#american_#
2	shaft_V
4	boot_N
1	esposito_Z
805	keep_V
5	lesser_J
1	#momentofhonor_N
10	arianna_Z
2	kristol_Z
3	chase_Z
1	vpotus_Z
1	boudin_Z
2	dodgers_Z
9	kenosha_Z
1	brandiglanville_Z
1	#silentmajority_Z
2	censor_V
1	mariner_N
83	serious_J
1	depressing_J
2	royalty_N
2	oust_V
1	wellness_Z
1	foyer_N
1	recede_V
10	sleazebag_N
17	karen_Z
3	tehran_Z
18	selection_N
26	maga_Z
4	township_N
912	thing_N
2	puddle_N
1	bns_Z
1	standards-worse_N
1	#quotes_#
20	implement_V
1	#rosieodonnell_Z
1	#endingwaroncoal_#
62	claim_V
26	set_N
1	#googletrends_#
1	#thetrump_#
1	resign-he_V
1	pa-11_Z
44	mother_N
1	#super_#
5	fabled_J
1	camerota_Z
1	#lawenforcementappreciationdaypresident_#
6	lend_V
1	temp_Z
1	kerens_Z
38	charlotte_Z
7	journey_N
2	walz_Z
8	rank_N
3	numbers_Z
1	headwind_N
1	snatch_V
2	convicted_J
12	tear_N
3	#righttotry_Z
9	useless_J
1	#we_#
12	loyalty_N
15	#asktrump_#
26	bruce_Z
60	cuomo_Z
1	boondoggle_N
10	bow_V
7	survivor_N
5	urgent_J
15	computer_N
3	hashtag_N
1	widodo_Z
1	wor_N
1	#stopexecutionsiniran_#
1	#fundanything_Z
4	holly_Z
4	attached_J
2	messy_J
1	banana_Z
2	ruler_N
25	swear_V
4	nang_Z
1	#baracktax_#
1	right-minded_J
1	habberman_Z
2	sampling_N
1	mckenzie_Z
3	confrontation_N
19	horrific_J
1	geno_Z
3	blanket_N
1	affliction_N
1	#youjustgottrumped_#
1	bounce_N
143	welcome_V
1	algae-powered_N
1	splashy_J
3	audit_V
1	weiland_Z
1	posen_Z
4	newman_Z
127	everybody_N
9	#donaldtrump_#
1	delicious_J
3	morrison_Z
1	bleak_J
1	#trumprallytickets_#
1	denuclearization_Z
1	sporting_N
7	array_N
7	matthews_Z
1	guam_Z
2	escort_V
3	exchange_Z
1	#davidcameron_Z
1	rwanda_Z
1	planes_Z
1	ahya_Z
31	pa_Z
1	sergeant_N
3	foil_V
1	empress_N
4	girardi_Z
3	arrogance_N
3	misquote_V
21	kid_V
1	runtour_Z
3	crank_V
7	task_Z
16	kemp_Z
1	egotist_N
40	wake_V
13	justin_Z
2	kustoff_Z
6	journalistic_J
1	snuck_V
4	tireless_J
1	#feuds_N
1	mae_Z
1	valentine_N
8	warrant_N
20	catastrophe_N
